category,text
0,"벌금필요없고 최고형량으로 징역형 으로 ㆍ 목사 이젠 개,돼지 아무나하네 많이 변했다"
0,애비시벌 한남새끼들 얼마나 편하게 살면 저런 기본 상식도 안지켜서 살인하노? 살인자새끼 지가 살인해놓고도 sns에서 그 부랄 떤거노? 좆뱅 대성이 음주운전으로 로드킬한 것보다 죄질 심각하노
0,페미들이 어떤면에서 여자인가? 여초까페 페미들은 그냥 여자 일베 그 이상도 이하도 아님...
1,"재기성님 국회의원출마하면 뽑아줄텐데..국회는 저런 강력한 추진력이있는 사람이 들어가야한다.재기갑은 충분히 뱃지달 자격이있음.좀 나와라제발,,"
0,서유럽에 단체관광 갔다가 키 190 궁뎅이 빵빵한 금발미남 자집놈 봤는데 나도 모르게 웃음이 나더노ㅋㅋㅋㅋ 나뿐 아니라 나랑같이간 한국여자들 다그랬음 ㅋㅋㅋㅋ 자집애가 얘쁘면 반사적으로 입꼬리가 올라간다 이기야^노^
0,탈북자를 보면 전라도 보는 느낌이다지들이 아주 잘난 줄 안다지들이 아주 똑똑한 줄 안다지들이 아주 능력이 많은 줄 안다그걸 몰라주는 남조선 인간들이 증오스럽고 죽이고 싶다전라도가 우리를 보고 가지는 열등감과 어쩜 이리 똑같노?
0,여자들 뚱뚱한년들 저런 금발 왜하는거냐
0,가려도 한남콘이노 구웨에에에에에엑 정화짤 필요하다 익이
0,무슬림 남성들이 결혼 못하는 노처녀 메갈 돼지들을 노려서 한국에 정착할 수도 있다.
1,태영호의 미성년자 강간 의혹에 대한 진상규명도 곧 이뤄지겠지.
0,앵나오게 똑같노 ㅋㅋㅋㅋㅋ 이제 한남콘 전세계로 퍼지노 완전한 도태남들이노 ㅋㅋㅋ
0,개독이랑 무슬림이랑 다이깨고 다뒤졌으면 좋겠다 그리곤 우리나라엔 애니미즘 토테미즘만 남았으면 씨발 ㅋㅋ
0,보력가자 이기
0,잘생긴 형아들이 내입에 싸주면 흥분되고좋은데..
1,"광광 기밀을 폭로하면 우짜노,"
0,살만빼면 결혼도하고 하겠구만 여자오지헌 옥동자급이라도되나...대가리에 기생충이 기어들어갔나...믄 씹소리만 해대는거고
0,요즘 이란이 정신 차려가지고 개혁 개방하고 미국이랑 친하게 지내려고 하니까 개슬람 씹새끼들이 훼방놓는거임
1,"집에서 남한테 피해안주고 야동보는건 범죄고,서울한복판에서 그것도 대낮에 애들보는앞에서 옷벗고 날뛰는건 무죄랑께요~~~~"
0,와 ㅋㅋㅋ저새끼 좆노답이네
0,와 씨발 일베 진짜망했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 홍어 너무 많은데?
0,녀성부와 악성 김치녀를 보내 버렸으면 좋겠다
0,너 메갈하니? 쿰~척 뱃살에 자짓살 다 파묻혔을듯 하노
0,국민학교 ㅋㅋㅋ 병신이 쉰내나는 상폐 자지가 저런짓 하고싶냐 ㅋㅋㅋ 상폐 짜장부랄새끼가 결혼도 못하고 도태된 노가다구만
0,대물취급받고 울컥하노 ㅋㅋ
1,난 근데 술맛을 몰라서 비싼술이나 싸구려술이나 다 쓴맛 나서 맛없던데가끔 수면제 용도로 마시긴 하는데 나같은 놈도 외국술 마셔야 하냐?
0,수구꼴통을 하려면 낮짝이 두꺼워야됨
0,나도 성소수자란 단어가 좆같았어
1,우리나라가 민주주의국가 아니었나? 대통령 뽑아줬더니 독재정치하고 앉았네 국민이 이렇게 싫다는데 임명하겠다?? 문재인씨 그렇게 안봤는데 배신감 쩐다..
0,어우 글에서 쉰내가 왤케 나냐 ㅋㅋ
0,좆팔 두놈이 ^커플룩^이노? 딱보니 둘이 1+1으로 후장팔이 하는게 틀림없노 한마리 사면 옆마리는 공짜겠노
1,부모들땜에 노키즈존이 생긴겁니다
1,목련꽃이 피었다.
0,ㅅㅂ 성소수자들이 부럽다 재네들은 그래도 ㅅㅅ는 하잖아
0,이 시국에 3만명이 쳐모이는게 사람새끼들이냐
1,서울 ㅋㅋ 남녀차별ㅋㅋ 명불허전
0,저새끼들 몇년 받았냐?
1,그땐 니들이 테러를 덜일으켰겠지 조금은 순수했었겠지 지금보단 헛소리 지껄이네 연초부터 사이비교주한테 빠진거랑 뭐가 다르냐 본인만 옳고 전지전능하고 다른것은 철저히 배척하는 그게 무슨 인간을 구원하는 종교냐
0,쥬지로 입막 가능
0,일부~일부우~ 그놈의 일부~~~~~~너거들 인생의 1부는 막을 내렸고 2부는 마포대교에서 대롱대롱 매달아 놓고 시작할 것이다 이기야~삼기야~ 사기야~~~~^오^
0,똥꼬충 다 타버렸놐ㅋㅋㅋ
0,글쓴게이야 김정은보다 림종석 후장빠는게 더 치욕적일거라고 조언댓글 달아
1,이슬람이 잘한거다여성존중이랍시고 권리주면 한국꼴 뉴질랜드꼴 나는것밖에 더하냐?
1,원래 똥낀놈이 더 화를 내는 법이다.
1,안받아들여도 테러는남
0,존나 역겹다 전라도 개병신새끼들존나 많노 여기에 좀 꺼지면 안되나민증 까봐 븅신들아 난 학생증 깔텡까틀딱들 말 뒤지게 많아 걍 틀니 착용하고입 좀 쳐닫으면 안되나 애미디진년들아
0,똥꼬충 새끼들 똥꼬섹스 조용히 집에서 해 사람 죽여가면서 자랑하지 말고
1,보험금 교환권으로도 사용가능
0,유태인과 무슬임. 다 지들 빼고는 이교도는 죽이거나 노예로 삼아야 한다며 사람 취급 안하는 노답이지.
1,와우내 내가 지금 뭘읽은거노;;;
1,뭐만하면 일재잔재 ㅋㅋ 우리 고유 말이 있었어야 일재 잔재지 근대 문면을 일본이 들여왔는데 당연히 대부분 일본식 단어가 정칙한거지
0,속눈썹못잃어 좆같노
1,그래서 광주의 혁명 정신이 필요한 것 아니겠냐... 광주 시민들이 일어날 때다.
0,"남자의 격을 올려주는 존재다, 까지말고 저걸보고 딸치는 여자보고 딸치자 ㅂㄷㅂㄷ"
0,병신페미년들 보지를 좌우로 쫘악 찢어버려야하는데
0,한국에게 있어서 짱꼴라는 바퀴벌레다일산사는 사람에게 있어서 파주사는새끼들은 바퀴벌레다이씨발년놈들때문에 출퇴근할때 힘들고 바퀴벌레같은놈들이 자꾸 일산에서 깔짝댐
0,똥꼬충들 에이즈약값 세금으로 대주는거 당장 집어치워라. 빨리 죽게 나둬라.
0,목사가 악령을 쫓을 수 있다고 생각하는 이유는? 1. 남을 속여 돈을 벌기 위함 2. 목사가 정신병자 둘중 하나임.
0,쟤들이 이대교수가 빡대가리 병신년들이라고한 페미년들임사실상 무차별적으로 증거도없이 남자 신상올리고 아님말고 이지랄중
1,이것들은 뭐만 했다하면 2차가해 래.
1,정말김사하네요~^^ 표현의 자유막는 차별금지법..반대합니다!! 대다수의 국민들의 입을 막으려하는 역차별법.. 평등하지 않습니다
1,남과 여가 분명하게 서로 다른데 자꾸 남자와 여자는 똑같다.라는 말들을 한다. 어릴때부터 서로 다름을 가르처야하는데 그렇지 않으니까 커서도 진짜로 남자와 여자는 똑같은줄로알고 행동하다가 사고듣친다.
1,콩으로 메주를 만든다고 해도 못믿겠다 이것도 쇼로 보인다 지지율 뚝 떨어지니 급하긴 급했구나 공유라고? ㅋ 애쓴다
1,아니 틀리기도해......애초부터 하나님부터 남녀 성별 구분해서 태어나게했슴...ㅡ그걸 니들이 몰라도 넘 몰라서 그래
0,이건 차별로 인한 불쾌감이 아니라 병신같은 정책에 대한 반감이다.
0,진짜 lgbt가 너무 싫다...
1,구구절절 맞는말인데요?
0,독재정권에 항거하고 민주화운동 선봉자 좋은데로 가소서 !! 이나라는 진리가 이겨야 하고 정의가 이겨야 한다 ㆍ댓글 엉터리로 다는 자여 !! 지옥에 가라 !!
0,급식충은 고소하려면 보호자동반해야되고 여러가지 법적인 절차가 있을텐데 급식충이 과연 그걸 할수있을까?
1,읽어보니 젊은이들의 의식변화가 문제가 아니라 자기네 왕들이 잘못해서 군주제 폐지 얘기가 나온거네. 콩 심은데 콩 나는거임
0,추미매를 여자를 보는 사람이 어딨냐? 늙은 아줌마가ㅠ 상식적으로 생각해바라
0,로스트 보면 시드니에서 무슬림들이 자살폭탄 계획하는거 나오던데 호주도 개슬람 많냐?
1,너무 기쁜 소식이네요. 감사합니다. 기대됩니다.
0,자댕이들한테 뭔 글을 가르치노 책은 사치다익이야 차라리 개밥그릇 던져주는게 훨씬 가치있노
1,얘 진짜 무슬림 맞아?
0,자집애들은 짐승인 쀼.젤.라.또.
1,정말이지 이 나라가 뭔가를 하긴하는데.. 왜이리 속는 기분일까나 누구를 위한 우쭈쭈우쭈쭈 뒤에 보이지 않는 거대한 재갈장전
0,한남은 왜 싹다 재앙맨치로 ㅎㅌㅊ로 생겼노
0,홍어+개독.. 이건 무슨 끔찍한 혼종이냐 물론 얼굴은 이쁨ㅋ
1,여자가더 많이 영화보러오는데 차별드립 ㄴㄴ해
1,공산당.사회주의도 그렇게 안한다 미친 정책을 강구하네 중국만 좋아 지겠네 기업들이 한국에 있겄야
1,모든 종교가 물질만능 주의 로 되는것이 안타갑다.
1,서검사님..말씀이 옳습니다~
0,김치년들 성형할꺼면 저래하든가 무슨 씨발 사진 찍어도 나오는? 또렷한 이목구비?? 이딴걸 고료해서 좆병신 자발적 성괴되고 있어 미친년들
0,전라도것들은 다 쳐죽여야해 이것들은 지성이없는 인간의 탈을 쓴 악귀다
0,이거 므슨 전시노? 민원넣을거노
0,불체자 조선족들 연행할 때 목에 줄을 감아서 개돼지처럼 데리고 가야지 ㅇㅇ 손묶어서 사람처럼 데리고 다니니 저런 미친소리 나오는거 같아
1,나도 바이블은 찢어봤다 부산국제락페스티벌 데쓰메탈 밴드 Deicide공연중 팬중에 한분이 바이블 두쪽으로 찢어서 던지더라 그래서 주워들거 발기발기 찢어서 공중에 뿌렸지
1,ㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋ
0,설라도말고 충청도합시다!
0,전라도색기들이 기독교 유난히 좋아하는 이유가 있다니까....
0,백래시는 만물여혐병 걸린 불편벌레들이 키운거지 그것들이 여성인권을 위해 한것도 없는데 지가 페미인줄 아니까 반발이 심해진거지
0,틀딱까는글은 2ㅂ
0,커밍아웃이 싫었거나 차변이 싫음 집구석에 쳐박혀 잇엇어야지 이시국에 크럽? 또라이덜!
0,씨팔ㅋㅋㅋㅋ웃챙 ㅋㅋㅋ저걸 변명이라하노
0,미국도 이제 전쟁 한번 치러야 정상적으로 갈 것 같다그동안 너무 굴직굴직한 전쟁이 없었다 한국 봐라 휴전국인데도 한동안 전쟁 없으니깐 페미들 미쳐 날뛰고 개소리 지껄이고 댕기잖아
0,"ㄴㄴ 저정도는 메갈충이 아님메갈,워마드 가면 원빈,송중기,강동원,서강준아무리 잘생겨도 전부다 한남충이라고 욕함ㅋㅋㅋㅋㅋㅋ저정도 반응은 메갈 접한지 얼마안된 반응임"
0,전립선 자극 중독을 사랑으로 포장하는 역겨운 종자들..그냥 자살해라 씨발 역겨운 게이새끼들아
0,부산이 된장녀가 얼마나 없길래 ㅋㅋ희한하네
1,탈영이 휴가 되는 나라~ 가진자의 특권이 보장된 나라
0,사진에서 누구의 애비가 보이노..
1,특히 게이들이 에이즈가 많다는건 통계로 나왔다 그막대한 비용을 국민세금으로 지는데 그럼 이건 국민이 차별 받는거 아니냐?니들 사랑 때문에 피해보는 국민은 차별 아니냐고?이런건 말안하고 니들이 차별받는다고 말하지마라 차별이 아니라 니들 열등감이겠지
1,세계인구억제정책에 희생당하는 국민들.. 인종주의 남여혐오주의 등등..
1,신호들 사람모양은 남자가 아니라 사람을 뜻하는거 아녔나 피곤하게 산다 그리고 치마는 여자만 입으니까 치마로 여자 표기하는게 또 뭔 성불평등이냐 힘들게 산다 니들 일상생활 가능하냐
1,맞는얘기 했는데 뭐가 문제죠?
1,자기들 치부를 먼저 드러낼리 없지
1,4학년 되면 술 마시기 시작할 것 같다
0,"생리충, 여자찌개, 피싸개"
0,ㅅㅂ 면봉보다 작은것들이 일본야동만 오질라게 쳐보니까 여자가 무슨 감각 장애있는줄아노 한남 다 죽으면 크린해진다
0,조선족병신들
1,할거면 그냥 서서치던가 저건 뭔 아크로바틱자세여 ㅋㅋ
0,게이는 무슨 똥꼬충이 개소리하고앉았노
1,맞는말 했구만 왜들 말꼬리 잡는겨 나도여자ᆢᆢ우리나라 여자들 너무잘났어 자기할일들 하고 정정당당히 주장하면 누가뭐래 말들만 살았어 남자들불쌍해
0,어휴 정신나간 것들
0,야 놈딱 맨질해보여서 쓰다듬어주고 싶노 이정도면 한남정도는 애완동물삼아 길러볼만 한것같노
1,저러면서 이땅에 끈덕지게 붙어있는 이유가 뭔지...ㅠㅠ
0,저외모에 운동했으니그동안 여선배 여코치들한테 얼마나 보적보 갈굼당했을지상상도 안간다 ㄹㅇ
0,저출산이 축복이라는게 제일 병신이지저출산=지구에서 도태임
0,원본이 숫마드노??ㅋㅋㅋㅋㅋㅋ
0,페미니즘은 정신병 이지은 인턴 기자님 페미니즘 주제로 논리 배틀 해보실래요?
1,저거 이슈되고 욕처먹으니까 게시물내렷더라빼박이지 ㅋㅋㅋ
1,뭐든지 한국에서 들어오면 문제다2000년 이상의 역사있는 기독교가 한국으로 오면서 이리 변질 됐네.... 말세여 말세
1,광광우럭따..ㅠㅠ
0,똥꼬충들을 모조리 가스실로 보내 소각시키자
0,개떡같이 제대로 퍼오지도 못하면서 복붙 좆중복 올리노
0,지금까지 시간만허비하고 뭐한거죠?? 주범격들은 구속조차못시키고 몰카잡범만 떠들썩 생색만ㅉㅉ믿지도않았지만 역시 개한민국 견찰맞네요
0,맘충뿐 아니라 계집애들 블로그 다 이럼 ㅋ
1,내가 지금 뭘보고 있는건지 이정도로 썩었다니
1,사상이 문제다.
0,머가리 오함마로 난도질해서 으깨고싶노
1,시지사노? 언제사진?
0,한녀 + 전라도 + 김치녀 + 개독교면환장의 신부감 ㅇㅈ?
1,6그렇다고해서 그렇게 욕할 필요가 있을까요?9
1,지구의 전라도가 한국이잖아.
0,페미니즘은 보적보로 다스려야함
0,십계명 모르노?
1,역사의 진실을 믿기 어려우면 확인 하세요 !
1,XX염색체는 절대 XY염색체로 바뀌지 않습니다!
0,유일한 탈라도 인정합니다.
1,국제통계결과 20대 한국남성 5명중 1명이 약 6한달에 네번9 성매매에 돈을 쓴다
1,툰코로 혼내줘야 정신차리려나
1,일리가 있네요
0,ㅇㄱㄹㅇㅋㅋㅋㅋㅋㅋ 고추 작단 소리 듣기 싫으면 제에발 핑잦대물 인증이라도 해보라 이기야노^느^
0,전국도시농촌마다 조선족들 침투 중국화 진행중이러다가 조선족들에게 나라 털리는날 올지도 아직도 좆선족을 동포라 부르 는 좆등신들 많다
1,헐... 아이한테 너무 심한 폭력아닌가요?
0,궁댕이가 한남스럽네요... 고만 씰룩거리고 뒤돌아바 창남새끼야...ㅋ..
0,병신년 ㅋㅋㅋ 아니 뭔 과학이나 의학에 의존한 가설도 아니고씨발 고추 에서 나오니 다 참으면 된다???그럼 씨발 식욕 억제 하려면 똥참 수련하면 되겟노 이기 ㅋㅋ
0,멋지노 멋지노 요즘 건축쪽 관심 많다이기
0,많이 변해왔다고 생각하노. 재밌게보고있다이기야노.
0,남자들은 이해할 것.?누가 보면 여자는 성욕없는줄ㅋㅋ30살 연상 늙다리 쉰내 아재랑 응응하는거 좋아하는 정상 여자가 어딨냐? 틀니는 ㅊ놈답게 ㅊ녀만나지 왜 일반인 성추행함?
0,불매로 흥행 타격입으면 다음편 앤트맨이 실수로 캡마 보지로 들어감 그런다음 기계 오작동으로 앤트맨 20미터로 갑자기 커지고 보지터지고 사라짐 ㅇㄱㄹㅇ
0,와 워친 원제목들 이제야 알았노 머한민국 ^소녀^ 못잃어는 좆팔 앵나 옛날부터 이어져온거노. 소아성애자 군무 소름끼친다이기
0,질병으로 인해 살이 찌는거면 몰라도 메갈 웜퇘지들 존나 욕 쳐먹어도 싸지. 20대 한참 좋을 나이에 얼마나 자기관리를 못하고 게으르고 퍼져있으면 메갈퇘지가 되는거냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,나라를 떠나 개독들은 다 그렇구나 ㅋㅋㅋ
0,당장실행해야하노. 애초에 유흥탐정과 연계해서 실행햇어야할 프젝이엇노 블루오션이다이기야
1,눈물한방울 안흘리구만 억지울음쇼
0,원래 먹사는 거짓말잘합니다
1,니들이 능력껏 해야지 싸고 질좋으면 소비자가 찾아간다
0,홍어는 원래 좆같은 놈들이고원래 일베에 뉴스퍼나르는새끼들 있었음틀딱이 과하게 하는거는 문제있고머가리 텅텅 빈 급식충들도 씹극혐유머를 종범 영양가 없는 공감글 특징글 존나 올라옴
1,설 연휴 쉬려고 총파업
0,난 한편으론 빡대가리들이 패미니즘이라고 나대는게 고맙고 다행이라고 여김이쁘고 능력있고 똑똑한 애들이 패미니즘 한다고 하면 골아픔
1,태극기 집회때 호남 아줌마들 몇몇 봄.그분들은 더 열혈적이셨음.
0,그냥 봐도 여자라 하기엔 좀 징그러운디...
0,친한 중국인 유학생이 나한테 자기는 공산당원이라고 고백했다.그리고 광화문 집회 존나 무서워하더라뭐긴 뭐야 멸공해야지 씨발
0,전라도놈들 종특 자기들이 한 나쁜짓 남한테 덤태기 씌우기 개좆같음
0,저런것들이 무슨 동포니 한민족이라고...
0,뜬금없이 ㅈㄴ 웃기네 ㅋㅋㅋ
1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친
0,이건 맘충이랑 상관없는건데..그냥 미친년이지
0,씹베새끼들 망상보솤ㅋㅋㅋㅋㅋ암 그라제 조선족은 중국법으로 처벌한당께?
1,이들을 정규직화 하는게 촛불정신입니다!! 촛불시민이라면 이들의 정규직화 비용을 기꺼이 부담해야죠!!
0,"국가를 위해 헌신하다 죽은 군인들은 찬밥신세고.. 때쓰다 자살한 트랜스젠더는 추모하는 나라.., 이게 나라냐"
0,새벽시간대가 틀딱 좆족없는 리얼 백수 일베충만 있는시간이라 젤 꿀잼임
1,프레스랑 잘 어울리나보네 ㄷㄷ
0,ㅇㅇ 기존의 제도를 무너뜨리는게 민좆당에게 나쁠건 없지
1,스키보드 잘못 타다가 사망할 수도 있냐 내가 겁 많음
1,남자 씨름선수 닮았다.
0,틀니압수 함부로하면 뒤진다는 교훈을주노;; ㄷㄷ
0,이년 도덕 못버렸노 습도도 높은데 한국남자 배때지에서 피 빼서 인체 습도 낮춰주는 친절을 베푸노 ㅋㅋㅋㅋㅋ 찌르고 나서 6냄져들이 기분나쁘게 쳐다보고 무시했다9고 하면 되노 그럼 용서완료다 이기
0,문슬람이란 말이 괜히 나온게 아닌듯. 하는 짓이 완전 똑같네 똑같아
0,"한국남자는 와꾸가 한남콘처럼 생겼어도 쿰쳑,,,나정도면잘생겼잖아,,,하는데 삼부랄부심은 오죽하겠노."
0,이슬람도 이슬람이지만 상식을 뛰어넘는 짱개가 좆발라버릴 것 같다
1,흑마술사는 ㅇㅊ
1,이쯤되면 유영철 재평가 해야 하는거 아니냐
1,으따 슨상님 ..
1,명예훼손 고소 안했냐?
1,이쯤되면 장애3급정도로 인정해야하지않을까?
0,★예멘이 니들 빵쯔 보고 분단됐잖아...
0,저새끼들 청웅해서 고기는 말려서 인육으로 수출해야함 좆족에 ㅋㅋㅋㅋㅋㅋㅋㅋ
1,세계적으로 에이즈 감염률이 낮아지는데 유독 대한 민국은 에이즈 감염률이 높아지고 있다 누가 그들의 미래를 보장해줄 것인가? 청소년들이 성중독에 빠지지 않게 보호하는것이 기성세대의 몫일텐데 요즘 너무나 많은 BL웝툰 만화가 판을친다 .
1,기독교 단체에서 채의 내용을 문제 삼아
1,인류멸망에 지름길~
0,걍 백마는 선진국 영어권여자가 제일 괜춘타
0,보지들이 문제앙을 더 지지하게 되는 효과를 보는것임전략적인 조작과 언플은 좌좀이 전문이긴함
0,이슬람여자는 이슬람 남자한테만 결혼함.즉 넌 개슬람 된다는 뜻임
0,경상도 물타기 홍어들 봐라.ㅋㅋㅋ
1,이건 좀 자세한 정보가 필요한데??퇴학이 그렇게 쉽나?
0,특히 키스방 절대가지마라 거긴 곤지름왕국에 성병천국이다 입술병신이나 자지병신 되기싫으면 절대가지마라
0,"ㄹㅇ 쓰까페미들이 저럼. ""게이인권"
0,보지 두툼한거 존나 꼴리게 그려놨네 한참 쳐다봤다
0,스마트폰 없던 시대에 태어났으면 애새끼 유기했겠넼ㅋㅋㅋㅋ음식 나올동안에 밖에 나가서 놀아주고 지치게 만들어서 밥먹을 동안 같이 밥먹게 해야지;
1,근데 불교에서는 계란은 어떻게 생각하냐?
0,개슬람이 다수가 되면 가장 먼저 공격당할곳이 교회인데 목사 제정신이노? 지가 예멘가면 대우받을 줄 아노? 참수나 안당하면 다행인거지
1,미국 아시안이 살만하냐?? 인종차별이라든가...
0,저 씨발 좆족새끼들 ㅋㅋ
1,NEJM 미국져널
1,의사는 왜 씀??.. 친구면 친구지 직업보고 친구하는거임??
0,승진 못했을 때 반응남자 : 아 시발 더 성과를 내야겠어 그나저나 안 짤려서 다행이네여자 : 어멋!!! 언냐~ 우리회사 남녀차별 심하다긔
0,세상 모든게 불만투성이노 ㅋㅋㅋ 일베충보다 더하노 이기이기
0,ㅋㅋㅋㅋㄱㅋㅇ웃챙이노
0,아니 저런 ㅆㅂ
1,진중권 이준석한테 개발리네 ㅋㅋㅋ
1,예배의 감격을 회복하고 주님을 간절히 사모하는 한국교회가 되기를 기도합니다
0,김치년들도 살인하자
1,다음 더블타켓인가
1,뉴질랜드 보통집안에서 애들 학창시절 사고치면 도피유학 보내는곳아니냐?
0,봊인정이노 . 본인이 얼마나 ㅎㅌㅊ인지 모르고살아가노
0,국제적 망신이노 더러운 한남충들
0,연변하고 길림하고 흑룡이 있던데야들도 전라 경상도처럼 웬수지간이던데 ㅋㅋ625떄 짱깨편에 서서 국군미군 도륙한게좃족인데그후손들이 또 한국에서 돈버네어찌보면 철천지원수인데..ㅋㅋ
1,저딴 개소리나 지껄이는 여가부가 왜 필요하냐
0,이래서 성소수자 같은 좆같은 새끼들은 다 범죄자 취급하는게 당연하다
0,좋은글인데 사람 사람이랑 이쁘다 좀 수정해라 이쁘다말고 훤하다 관상좋다 등의 대체어를 생활화하자익이
0,에이 시발 장난하나 ㅋㅋㅋㅋㅋㅋㅋ저건 항공사가 맞는말이지..쓸모없는애 쓸모있는부서 배치한다는데왜지랄임..이래서 개슬람 새끼들은 ㅉㅉㅉ
0,이제 곧 블라처리 된 홍어새끼들&분탕치러온 메갈 개돼지년들 몰려와서블라인드된 댓글입니다만 ㅈㄴ게 달리겠네 ㅋㅋ
1,요즘 남경들 하는 짓 보면 참 할 짓 없고 인력낭비다 싶은 생각이 든다 성적도 안 되는 놈들 뽑아다 완장 채운 결과가 이거지 뭐
1,이정도면 병인듯 2019년부터 ㅋㅋㅋㅋ
1,도대체 돈이 어디서 나는 거임?
0,병신들 더워서 저거쓴다 뭐 피부탈까봐쓴다는 개새끼들아 그럼 우리나라에서 저거 쳐쓰는 개슬람씹새들은뭔데
0,소수의 틀딱이 단톡으로 일베를 지배하는게 문제인데
0,애미 애비 등꼴 오지게 빼먹네
1,할 일이 그렇게도 없느냐
0,제발 이생에서 지옥불에 떨어지길
0,쌍도만 없으면 홍어지배...쌍도를 독립시켜야 한당께?
0,아진짜 개독 새끼들..
0,근데 왜 엄한 레슬링 사진이노
1,로마에선 로마 법을 한국애선 한국법을 따르라 싫으면 떠나라 ㅡ
0,어휴 쌍도새끼들 ㅉㅉ 사투리시발 존나듣기싫다 쌍도 개새끼들아!라도는 구수하기라도하지!
0,우덜씩 섻으트림(se.xtreme)쓰뽀오츠노
1,성소수자들의 목소리는 그리 달갑지 않다 자연 그대로 살다 가는 게 순리라 믿기 때문이다
1,항문성교 군형법 폐지는 딸을 군대에 보내는것과 같다 내 아들 군대 못보낸다
0,똥꼬충들의 졸렬한 논리:세상에는 틀린건 없다. 단지 다름이 있을뿐이다. 따라서 우리의 동성애는 틀린게 아니라 다른거다. 따라서 이 다름을 인정하지 않는 사람들은 틀린거다. 븅신들이 지네 인정하면 다른거고 인정안하면 틀린거래 ㅉㅉ 우덜식 민주주의 자매품이냐?
0,먹사만 탓하나
0,(한남을)구분과 배제하니까 쫄려서 웅앵웅ㅋ 그러게 구분과 배제당할짓 왜했노 병신들아ㅋㅋㅋㅋㅋ 조신하게 말잘들었으면 한남 구분하고 배제했겠노 다 지들이 자초해놓고 왜 징징대노. 다 죽여버리고싶게.
1,이거 별거아닐꺼같죠? 대답잘못하면 이번 지선도 영향받아요 그러니 조심조심해야함 2030남자들지금 인내심이 폭발직전입니다.
0,아 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ십자군ㅋㅋㅋㅋㅋㅋ기독교인데 한복은 왜입노 이깈ㅋㅋ
0,아 진짜 똥꼬충들 다죽이고싶다 으어어어어어이어어어
0,일단 앙앙이부터 탄핵시키면되겠노. 좆슬람유입의 가장 큰 조력자아니겠노
1,개띵문!!!!베스트각
1,회원이 아닌데 그게 그쪽 동영상인지 어떻게 알아?
1,세상을 망치는 지름길입니다 아이를 낳지 않고 인구가 줄고 대리모라는게 자신의 (남자)의 엄마가 대신 낳아주고도 멀쩡한 세상이라니요 대중매체물들이 퍼뜨리는 성문란 사상이 마치 그래야되는냥 요즘 사람들은 받아 들입니다! 다음세대가 참으로 걱정되고 두렵습니다
1,도성회 이강래 협잡해서 톨게이트 수납원들 자회사로 몰아넣고 이강래 그 댓가로 가족들 사업체로 일감 몰아주기 마누라는 그 회사인 인스코비 자회사 주식4만주를 보유하고 있다! 그만 처먹어라 배탈난다! 이 도둑넘들아~~~
1,국민의 생활을 몰모로 잡고 자기이익을 추구하는 집단이기주의자들은 어떠한 이유 불문하고 용서해서는 안된다 인간 공해들
0,좆미개한새끼들이랑 통일? 저런새끼들이랑 통일하면 범죄율 떡상에 나라 꼴 바로 똥남아수준되는거임 근데도 우리의 소원은 통일 어쩌고에 북한미화영화 드라마 씨팔ㅋㅋ
1,그만좀 나온나
0,전라도는 근본이 사기꾼임
1,교회가 문제야!! 하나님의 벌이닷 받아랏!!!!! 사이비를 처내는구나
0,네토라레 오졌다.
1,쭝궈니와 쭌서기는 앞으로도 이전투구 열심히 하기 바란다.
1,괜히 어슬렁거렸다가는 자기가 화풀이대상될텐데
0,좆같은 새끼들 즈개비 후장에다 와꾸 박아버리고 싶노 ㅋㅋ
1,타임즈 떴다~! 글 보고 와라~
0,자지레이터 발동!!!!! 자드르르르르르르르르르르르르를르르르르
1,예배의 감격을 회복하지 못하고 형식적인 예배를 드렸던 저의 모습을 반성하게 되네요 하나님이 기뻐하시는 예배자가 되고 싶습니다
0,짐승들도 동성애는 안한다 인간이 어찌 이런 혐오스런 ㅜ 입에 담기도 더럽다
0,반일 = 정신병
1,철없는 목사 할배 할매들아. 정신 좀 차려라. 복음을 전파하러 했지 코로나를 전파하나? 그것도 개척해 가면서
0,"자~! 우리 청소작업부터하지"" kia~ 남다른 포스 누구 같았으면 ""야~! 기분딱좋다"" 이랬을건데 ㅋㅋ"
0,항상 이런거 터지면 개듣보 하나씩 저지랄해서 언론에 뜨더라
1,다문화를 묵인하지 말고 순수 한국인들의 자식을 많이 낳도록 정책을 펴는 게 급선무~
0,도대체 무슨 겉멋이 들어서 다문화 우대 개지랄들을 하는지 모르겠다 특히 십짱개새끼들은 한국국적을 따도 절대로 자기 조국으로 인정안함 이용만 해먹지
0,누가 그럽디다. 페미는 정신병이라고. ㅇㅇ 나같아도 분란을 일으킬만한 직원 안뽑음
0,우리과 남페미도 와꾸 좆빻음 얼굴이 여혐인데 씨발 뭔 페미 지껄이노
